We are going  out of state and want to make sure our card doesn't have issues	Vehicle Loan
Locked out my account	Commercial Loans, Online Accounts
Lost card	Vehicle Loan, Fraud, Credit Card, Debit Cards
Hello Erik its Mary I was wondering can you tell me if I have beneficiaries on my account there>>	Trust/Estate Planning
I think my card isn’t working or something?	Vehicle Loan
Im locked out of my app	Commercial Loans, Online Accounts
I can’t remember my username	Online Accounts
Does the AIQFinancial branch in Copperas Cove offer same day debit card replacement?	Vehicle Loan, Debit Cards, Retail Banking
Forgot password	Online Accounts
Where can I print my 1099 for last year?	
If I deposit a check from Merrill Lynch at the ATM into my personal account at the drive through, can I get cash out from the deposit today	Cash Management, Retail Banking
Change address	
Hi there! I need some help with… late fees on auto loan	Vehicle Loan
I’ve had an alert that someone has tried to log into my account and got an invalid password three times in the last few days. What do I need to do to secure my account to insure I will not get hacked?	Fraud, Online Accounts, Home Loans
Where could I find an official direct deposit form? I need one for a job I am on boarding with	Cash Management, Retail Banking, Accounts
What do I click on to get my 1099 int?	
How do I get my account out of the negative? Can I apply for a loan that could assist me?	
hello	
**********	
Customer representative	
I received a message stating i left my DL at the 31st street location.  Can i get that through the drive through or do i need to come inside?	Commercial Loans
Bank bag	
Would like to do a stop- payment on an automatic draft.	
How do I use an ATM machine at AIQFinancial to withdraw some cash? Cause I don't know how to use an ATM machine	Cash Management, Retail Banking
Why is my account negative?	
how do i deposit a check online?	Cash Management, Retail Banking
how do I change my pin from the website?	
Hello, I’m leaving on a trip out of the country and wanted to see if y’all need to make a note on my account of that in case I need to use my debit card while there.	Vehicle Loan, Debit Cards, Retail Banking
Who can I contact about refinancing cars?	Vehicle Loan, Home Loans
This is the best bank ever. Thank you so much for your amazing service. I am very grateful.	Vehicle Loan
Fraudulent Activities	Fraud
Our car payment has been made to SunTrust, Account Number but we have a notification that will be changing to Truist	Vehicle Loan
Yes my account is blocked and I can't access it	Fraud, Commercial Loans, Online Accounts
We closed our accounts on 01/06.  I received notification today from AIQFinancial that our tax statement was available and I needed to log in to view and download it.  There is nothing available on the website, probably because we recently closed the account, but we still need our tax statement from last year.  Can you help me??	Statements, Home Loans, Tax Information
Expo2022	Marital Status
Can’t change phone number in bank account	Accounts
Hi there! I need some help with…activate debit card	Vehicle Loan, Debit Cards, Retail Banking, Home Loans
Can I put an extension on my payment. I just moved and I can’t pay my payment this month	Marital Status
Hi is the 211.00 I transfer is available for use on my debit card ending 3495	Vehicle Loan, Debit Cards, Retail Banking, Home Loans
I have a refund need see if it went thur its 81 motel 6 I don't see it	
Do yall have notary?	
Do you know how much was deposit in the account today	Cash Management, Retail Banking
I have not changed my login info so why can't I login?	
My online account was disabled I need it turned back on.	
Hi I need to open two basic savings accounts	Vehicle Loan, Accounts
Having trouble resetting my password	Vehicle Loan, Online Accounts
Hi there! I need some help with…making sure I can purchase a trailer with my bank card.	Vehicle Loan
Hello! Why are you bothering me	
Does AIQFinancial cash mature savings bonds, if I have an account?	Vehicle Loan, Investing
Limit	
Is my account ACH transactions eligible?	Cash Management
need help with online account. Have forgotten username and password	Online Accounts
I need the PIN to my account	
should I get a tax form for the interest paid on my loan?	Tax Information
I need my routing and account number to set up a new direct deposit	Cash Management, Retail Banking, Accounts
Where do I find my tax statement?	Statements, Tax Information
Hi there! I need some help with… unlocking my account on the mobile app	Commercial Loans, Online Accounts
Hi there! I need some help with…	
I have locked myself out of my account...can you help me?	Commercial Loans, Online Accounts
Hi there! I need some help with... is my card locked	Vehicle Loan, Commercial Loans, Online Accounts
debit card fraudulent charges	Vehicle Loan, Fraud, Debit Cards, Retail Banking
Not able to log in mobile banking	
Are you interested in receiving a professional janitorial or disinfection quote for your business? I’d like to provide a strategy to take care of all your facility needs, along with excellent communication and customer service.\n \nSome of our satisfied customers include Seaworld, Phillips Toyota, and Primrose School, just to name a few.\n \nJust send me a quick reply and I’d be happy to schedule a site visit and give you a complimentary, no-obligation quote.\n \nHave a great day!\n \nRay Gagliardi\nRegional Directo	Vehicle Loan, Marital Status
Hi there! I need some help with…\nIs notary service available for an existing customer at the Waco midway branch? And if so do I have to make an appointment?	Vehicle Loan, Marital Status, Home Loans
What is the charge from the Daily Wire of $256?  I didn’t make it.	Retail Banking
I need my 2021 tax statement from AIQFinancial. I have tried finding it online	Statements, Tax Information
I’m looking to get my car payoff amount and interest rate	Personal Loans, Vehicle Loan, Credit Card
I need to reset my password	Online Accounts
Hello I made a deposit yesterday and still hasn’t reflected on my account	Cash Management, Retail Banking
Item return fee	
Are mobile deposits available	Cash Management, Retail Banking, Home Loans
Payoff on auto loan	Personal Loans, Vehicle Loan
ATM Pin reset??	Retail Banking
Hi there- I called about setting up an appointment for tomorrow in Hamilton for a new business account and LOC.  I was told someone would call but I haven't heard from anyone yet.	Commercial Banking, Commercial Loans, Starting a Business
Mobile deposit limit	Cash Management, Retail Banking
Hello Mayra. I have logged onto my account as you have asked.	
I need to order checks.	
I just purchased a new phone and need access to my account I forgot my logins	
I'm looking to possibly opening an account and had some questions	Cash Management
Hello! I am in Playa del Carmen Mexico on vacation. I will be here until Friday, 6/9. I tried to get money from an ATM last night, and the transaction was denied.	Vehicle Loan, Marital Status, Retail Banking, Home Loans
Reset password	Online Accounts
Is Bank On Checking Still Offered?	
Hi there! I need some help with…	
how do I sync an account from another bank	
How to set up estaments	
order checks	
Hi there! I need some help with…logging into my Mobil app	
I am trying to deposit a check electronically	Cash Management, Retail Banking
Hello, can I get help signing into my mobile app. I got a new phone.	
I am wanting to get the 10 day payoff on my vehicle loan	Personal Loans, Vehicle Loan
Hi there! I need some help with…canceling MYAZZIRETECH.STORE and MEDWYNBRAIN.COM for $119.98 and $39.97 respectively have been cancelled per calls and not paid. They are pending now and should not be paid as they are cancelled. I called them and want to make sure no payment is made.\n\nThanks	Debit Cards
I need help doing a picture deposit on my mobile phone	Cash Management, Retail Banking
Why is it every time I go to login on my phone it makes me get a secure code?	
What is the routing number for bank	Retail Banking
Hi there! I need some help with my mobile app login	
Where is my money. My accounts have been  zeroed out. Why did I not receive a fraud alert? This company is disgusting and unacceptable as a “trusted” business.	Fraud, Cash Management
Hi there! I need some help with…I need to give you my new phone number please.	
Locked out of online account, need to reset.	Commercial Loans, Online Accounts
Trying to connect my account to my Venmo	Payments
Can you tell me what the maximum length user id is for you online banking?	
Hi there! I need some help with…setting a new password	Online Accounts
Change mailing address	
Mobile banking unlock account please	Commercial Loans, Online Accounts
I am trying to get into my account and it ask me to pick how you can get in touch. Well, then they try to sell me a device I wear around my neck. I just want into my account.]	
So I'm used to getting my check Thursday 8:30 am and I seen its not in my account is that on my company's end or AIQFinancial?	
Got a question. Can you tell me who is all listed on my Money Market account? I know it	
Good afternoon charge denied need assistance	
Hi there! I need some help with…Safeco Insurance, (Home Policy-OY000000; Acct: 7183-000000/Parks	Children and Savings, Home Loans
I deposited $600 cash to the ATM Friday at 8pm and you still haven’t put my money in my account. My rent was due Saturday and need my money. A representative that I spoke to earlier today assured me that it would be posted by 7pm. And still NOTHING.	Cash Management, Retail Banking
We recently paid off our car loan and I was curious if the title will be mailed to us or how the process works.	Vehicle Loan
We will be selling our practice and they need to speak to someone to help make the transition go smoothly	
Can’t get my Zelle linked	Payments
Im todd adams l cant activate my new debit card.\n	Vehicle Loan, Debit Cards, Retail Banking, Home Loans
How do I find my routing number	Retail Banking
Hi there! I need some help with…please unlock my account	Commercial Loans, Online Accounts
Can I deposit a check with my phone and this app	Cash Management, Retail Banking
Hi there! I need some help with…resetting app password	Online Accounts
Help tracking a refund	
What documents do I need to add a person to a bank account	Accounts
Printable form	
keep inactive account open	
I need to access my husbands checking account. He is out of the country and he’s not coming back for a very long time. But he receives benefits every month, and I need to be able to access these funds to send to him. I have a durable power of attorney. What do I need to do, to be able to complete the necessary transactions he needs me to complete for him?	Retirement Planning, Commercial Loans, Trust/Estate Planning, Aging Parents, Accounts
Hi there! I need some help with my card! I am trying to pay my phone bill and my automatic payment didn't go through. When I tried to go pay it manually, it wouldn't work. Is my card still working??	Vehicle Loan
locked out of account	Commercial Loans, Online Accounts
Activate debit card	Vehicle Loan, Debit Cards, Retail Banking, Home Loans
I need to get my online access turned back on	
I have locked myself out of my account. I need to reset my password.	Commercial Loans, Online Accounts
Let me talk to a real person	
Hi, I'm having trouble changing my statement preferences.	Vehicle Loan, Statements
I’m trying to make a purchase online, my card is saying declined	Vehicle Loan, Credit Card, Debit Cards, Retail Banking
Hi there! I need some help with… lost card	Vehicle Loan, Fraud, Credit Card, Debit Cards
help with ach	Cash Management
Need help resetting password because it's an unregistered browser	Online Accounts
I don't know my account number	
Dispute	
Locked account	Commercial Loans, Online Accounts
Hi there! I need some help with… resetting my password	Online Accounts
Hi there! I need some help with…my loan pay off on my truck	Personal Loans, Vehicle Loan
How do I set up my car payment for automatic withdrawal?	Vehicle Loan
This is Charlie. Trying to change my password with NO luck…..HELP!	Online Accounts
Customer service	Vehicle Loan
What will your hours be on Friday 12/24?	
Español?	
Hi there! I need some help with… with my debit card	Vehicle Loan, Debit Cards, Retail Banking
I’m trying to do a mobile deposit but don’t know where to go	Cash Management, Retail Banking
Overdraft fee	Accounts
I'd like to confirm a transfer I'm making into an external account	Marital Status
IAM in a hotel I just buryed my mom I need your help to get me a loan for land and small home just a small lot and tiny home  thanksiam on ssifisabilty I get 919  month	Home Loans
Change of address	
HELLO	
Card declined	Vehicle Loan, Credit Card, Debit Cards, Retail Banking
Tax forms	Tax Information
I need to apply for visa debit card	Vehicle Loan, Credit Card, Debit Cards, Retail Banking
My address has changed	
Change Adress	
Hi I was concern with a returned payment of 100$ with capital one? I paid it before the account was overdrawn and the payment was posted but now that it was returned it added that balance to my capital one credit card but it shouldn’t have because it was processed according to the transaction history and was charged a returned fee when it should’ve just been posted and okay because a check was suppose to be direct deposited which is was and paid the overdraft fees and other transactions… can you fix this?	Vehicle Loan, Cash Management, Commercial Loans, Credit Card, Retail Banking, Accounts
Routing number	Retail Banking
what are your hours today	
Tax question	Tax Information
Good Morning,	
Deposit form	Cash Management, Retail Banking
Good Morning I have a customer D000000 who needs his phone 24 activated please	Home Loans
Hello!	
Expected deposit today from social security but not showing on my online banking. Status of checking account balance	Fraud, Cash Management, Marital Status, Security Messages, Retail Banking, Accounts
when I open my online account , my id and password appear by themselves. How do I stop this.	Online Accounts
Who handles community reinvestment act	Investing
Hi what is my account number	
I need to unlock my mobile banking and reset my password	Commercial Loans, Online Accounts
I am needing to setup a login to do online banking for our Belton High School Project Celebration account	Children and Savings
Hi my name is Bernardino i am locked out of mobile app	Commercial Loans, Online Accounts
Hello, I am unabke to log in to my AIQFinancial Moble App. It says the account had been locked. Can you help?	Commercial Loans, Online Accounts
Hello my name is Rilla and I was signing in with my finger print I tried 3 times to sign in and it locked me out so I need to reset my account what do I need to do to get that done.	Commercial Loans, Online Accounts
Are the debits cards visa or mastercard>	Vehicle Loan, Credit Card, Debit Cards, Retail Banking
I want to go to paper less	
Aside from routing and account number, what else is needed to wire funds to someone who banks with you?	Retail Banking
Traveling from Austin to California and will be using my debit card in CA	Vehicle Loan, Debit Cards, Retail Banking
Personal Checking	
I would like to come open ROth IRA account	Retirement Planning, Investing
Hi there! I need some help with…\nMy debit card is expiring in October 2022 and I need to order another one but I Do Not want another Discover card I want one with a Visa logo!\nHow can I get one?	Vehicle Loan, Marital Status, Credit Card, Debit Cards, Retail Banking
I need my password reser Khe user name  for checking account  0448 8583	Online Accounts, Accounts
Customer Service	Vehicle Loan
SWIFT/BIC code	
My bill pay account is not letting me access it. It says access denied and my account has been locked.	Commercial Loans, Online Accounts
Why did my card decline at the last transaction	Vehicle Loan, Debit Cards
Safety deposit boxes	Cash Management, Retail Banking
I need to transfer money from my AIQFinancial account to my Wells Fargo account. How can I do that the most efficient way?	
there's a charge on my account that I don't know about	
Do you show a deposit pending?	Cash Management, Retail Banking
How can I see my card I don't have it no more but I don't want to mark it stolen yet cause I'm trying to link it to my cashapp to use the cash I have in my bank	Vehicle Loan, Fraud, Payments
Hi there! I need some help with resetting my password	Online Accounts
I am trying to order a new card online so I can go to the nearest branch and pick it up	Vehicle Loan
Raise purchasing limit	
I'm trying to pay off a credit card using my AIQFinancial checking account and their customer service tells me AIQFinancial is blocking it. This is new. Can you look into it for me?	Personal Loans, Vehicle Loan, Commercial Loans, Credit Card, Accounts
How	
Trouble with mobile app	
I found my card. Thought I had lost	Vehicle Loan
Hi there! I need some help with…	
Got a text about possible fraud	Fraud, Cash Management, Marital Status
Hi	
Truebill	
Is this AIQFinancial?	
Hello, I was wondering why I can’t see my account anymore	
ATM	Retail Banking
Why is my business account not linked anymore?	Commercial Banking
I am Locked out of my account	Commercial Loans, Online Accounts
i locked up my online deal on my phone and got up late to call to get balance my pass code is roxy page ss is xxxxx2118 and i spent 46 at walmart last night .i want my balance p look ease	Commercial Loans, Children and Savings, Online Accounts
I was trying to do a bill pay and swiped out of the app before I was done and now when I click it again it says there was an error to try later. How do I get back in to pay a bill?	
How much to start an Ira Roth. Can I have it automatically deducted from my checking account weekly?	Retirement Planning, Investing, Accounts
I am checking to see if a CD can be withdrawn , the maturity date is in 2024, the CD has been in this account over 20 years, will there be a penalty if removed before the 2024 date?	Investing
I have a  question I need to start a bank account how much would I need	Accounts
Hi there! Your system says that I'm locked out. What do I need to do to get my account fixed?	Commercial Loans, Online Accounts
Are accounts under $250,000 FDIC insured?	
Address change	
Problem resolved. Thank you.	
Yesterday I had 302 n account an now I have -24??	
Can I deposit personal checks today ?	Cash Management, Retail Banking
Can we get our 1099 online?	
I need a copy of my interest paperwork for my taxes. My accountant says it's no I'm my paperwork.  Can I get a copy please. Thank you..	Tax Information
Non of the above	
My mobile deposit is not available on my app. I have already enrolled, but it's still not showing up.	Cash Management, Retail Banking, Home Loans
Hi there! I need some help with… I locked myself out of my account	Commercial Loans, Online Accounts
How do I set up Zelle?	Payments
Reset password	Online Accounts
Hi there! I need some help with...	
I have 2 charges pending for the same place, same amount, but the website kept telling me that the sale wasn’t going through, so I need to make sure only one of the charges gets paid. How do I go about that.	Fraud
Change address	
Good morning. It seems that one of my debit cards was hacked yesterday.	Vehicle Loan, Fraud, Debit Cards, Retail Banking
IVE JUST OPENED AN ACCOUNT.. CAN I GO TO A BRANCH TO FUN IT AND GET A DEBIT CARD TODAY?	Vehicle Loan, Debit Cards, Retail Banking, Accounts
55d	
Hi.  If a customer has a loan through us and that's all do they have access to online banking?	
I'm not able to see my accounts on your website. Says it's unavailable at the time. Is the there something wrong with the site?	Home Loans
Deposit	Cash Management, Retail Banking
What’s the routing number	Retail Banking
info on smart rate money marker .  what is minimum amount to avoid monthy fee	
My paycheck usually hits today. It has not. Is there a problem?	
SAVVY SAVINGS. iS THAT LEGIT?	Vehicle Loan
Hi I need to increase my daily debit card limit.	Vehicle Loan, Commercial Loans, Debit Cards, Retail Banking
Hi there! I need some help with logging into my online app	
My account is showing I have a balance of $0.00 I have should have a little over $500 in the bank. What's going on?	
Does AIQFinancial offer currency conversion for euros and pounds.  Travelling to Paris and London	
Hello. If I forgot my login information, how can I retrieve that?	
Hello. I ordered check for my checking account at least 3 weeks ago. I was charged also. But I have yet to receive them. Thank you	Accounts
could you send me my most recent statement? I still cannot access it on the app	Statements
I'm sorry to bother you, are we having issues with Q2? If not, could I be reset? Thank you Team.	Vehicle Loan
what is the current interest rates for certificates?	Vehicle Loan, Credit Card
Hello I would like to refund a purchase that I made	
Hi there! I need some help with…putting my bank on messenger bc I'm 76 yrs old and have problems with the use of a phone that u carry in ur pocket and I want to check on my account and I'm in Okanogan Washington and I'm Carolyn@yahoo.com	Vehicle Loan
I deposited 200 dollars into the atm january 18 and it’s not in my account.. I talked to someone earlier and they said it would be in my account around 7 and it’s still not there	Cash Management, Children and Savings, Retail Banking
Hi , I wondering why my account  it’s $0	
account recovery	
I deposited a check that clears chase bank Saturday so why do I still not have my money	Cash Management, Retail Banking
What’s the routing number?	Retail Banking
Need to get into my online AIQFinancial account blocked	Fraud, Commercial Loans, Online Accounts
Change address	
Mandi	
Pause card	Vehicle Loan
I need to change my address	
Account locked I forgot my password	Commercial Loans, Online Accounts
How can I dispute a charge on my account?	
I need to change my address.	
In order to login into my account, it needs to send a message to my phone. However, the only number attached is to my old phone I no longer have connection to.	Cash Management
I don’t have access to number on account	
Hi there! I need some help with… I just changed my passcode and now it is saying to contact you	
Need to reset my password but can’t find my username	Online Accounts
phone number	
My login ID is locked	Commercial Loans, Online Accounts
Forgot my Username	Online Accounts
How much is it to open an account	Accounts
Hi Gabby	
Hello deposited at an atm yesterday afternoon and the amount is not in my account	Cash Management, Retail Banking
Inactive account notice	
I need a 10 day pay off on my loan	Personal Loans
Where are your stand alone ITM or ATM located ?	Commercial Loans, Retail Banking
Hi there! I need some help, I can not log on to my account. What is going on, this has been happening a lot lately with this bank. Either y’all’s atms are all down or your banking online doesn’t work!!	Retail Banking
Good afternoon. I have an account with you and have a check for an insurance claim	
Appointment	
I do not recall if we have a POD on our account for each of us.  Can you tell me that info please?	Cash Management
We're there any banking issues around 1/5? I made a payment on 1/5 and it didn't show up in my bank account and I didn't receive any kind of notice that the payment was declined	Credit Card, Debit Cards, Retail Banking, Accounts
who to speak with about a notification of mobile bank shut down?	
We have an ACH that displays as the following on our bank statement:  ACH PMT ERGS TIMESHARE PPD.  We would like to stop the ACH.	Cash Management, Statements
I need to change my last name	
Transfer funds not available	Home Loans
I will need a cashiers check for work I am having done at my house.  What do I need to do?	Vehicle Loan, Retail Banking
Do any of the branches have a coin counting machine to exchange for paper cash or deposit into an account?	Cash Management, Marital Status, Retail Banking
Someone in England is wanting to wire transfer funds into my AIQFinancial account.  What information do I need to send them in order to receive these funds?  Also, is there a fee to receive a foreign wire transfer?	Commercial Banking, Retail Banking, Home Loans
Password reset	Online Accounts
I’m wondering if you have an in house credit card? NOT debit card, but a legit credit card to replace a Goldman Sach’s credit card.	Vehicle Loan, Cash Management, Commercial Loans, Credit Card, Debit Cards, Retail Banking
I deposited my check Saturday. Only part was deposited. When will the rest??	Cash Management, Retail Banking
I need my 1098 tax form	Tax Information
Hi my name is James. I need help resetting my account passcode as I am locked out currently	Commercial Loans, Online Accounts
Good morning. I am needing to close the second account I currently have with AIQFinancial. I opened it for my daughter to use but the service charge is just too much to pay every month.	Vehicle Loan
How do I submit a check that is sent to me through pay check	
I already answered the question to set up my pin to see my account why is it asking me again the same questions to open my account it's suppose to go straight to my pin	Cash Management
routing number from bank	Retail Banking
Every time I pay for something either it's online or with my card everything is declined, but I have the funds	Vehicle Loan, Credit Card, Debit Cards, Retail Banking
How do I export my transactions	Marital Status
Hello.  I am trying to get a Loan Payoff Amount	Personal Loans
I have two revolving monthly charges that I won't to stop.  Where on the website can I do that?  Or do I need to call in for that?	Vehicle Loan, Fraud
I am locked out of my account. Can you help me?	Commercial Loans, Online Accounts
Hello can yu email us a letter for direct deposit for Kalen She needs to turn it in for her job	Cash Management, Retail Banking, Accounts
I’m trying to login to my app so that I could change the number on there because I have a new phone number and it’s trying to text the old number a code	Marital Status
Mobile deposit a check	Cash Management, Retail Banking
How do I dispute a transaction	
Hi there! I need some help with my bank app. I can’t remember my user ID	
So I am wanting to see what type of trust accounts y’all have and what are the qualifications for them	
Door dash of $90.00 I didn’t do	
Hi there! I need some help with… Mobile banking	
How do I get ahold of the escrow department?	
I'm thinking about opening up an account with your bank.  what will i need?	
Hi there! I need some help with… my tax refund has not deposited into my account yet. The IRS website shows that it was sent to my bank account on January 31st. I just wanted to be sure that transaction will be coming through	Cash Management, Retail Banking, Tax Information, Accounts
Yes I was trying to mobile deposit to my money market invest account	Cash Management, Retail Banking, Investing
My bill pay account is locked and I got an email saying I need to contact customer service to unlock,	Vehicle Loan, Commercial Loans, Online Accounts
I noticed an online charge that was made with my debit card that I did not make	Vehicle Loan, Debit Cards, Retail Banking
Locked out of my phone app	Commercial Loans, Online Accounts
We currently have 2 auto loans with AIQFinancial. I would like to see what the amounts due, the payoff, and what the inerest rates are for those please.  Looking at trading in one of the vehicles so interested to see what payoff and interest rate would be on purchase of a different vehicle.	Personal Loans, Vehicle Loan, Credit Card
What is my account number?	
I received a notice in the mail about my account.	
Where is the link to deposit a check?	Cash Management, Retail Banking
Did that website change?  Where do I go to see my acct balances and transactions?	
Hi. I would like to change bank account from which I am credited	Commercial Loans, Accounts
AIQFinancial app disappeared from my cell. Use biometrics..can't reset password as it noted to contact you.	Cash Management, Online Accounts
Limit increase	Commercial Loans
Someone stole my purse and my card was in it.	Vehicle Loan, Fraud
I need to refund a $5 fee for a cashiers check	Retail Banking
cd rates	Investing
Why can’t I access my funds?	
I was not aware I was on a chit chat with someone at AIQFinancial!  I have no questions. Bye	
I lost my bank card	Vehicle Loan
I need all bank statements for 2019-2022 for account 000000	Statements
Human Resources	Retirement Planning
I do not see the code in my email.	
what does pre authorization on my debit card mean	Vehicle Loan, Debit Cards, Retail Banking
I want to get signed out now but to not see a way to do this	
Hi there! I need some help with unlocking my mobile app	Commercial Loans, Online Accounts
Hi there! I need some help with my debit card being declined this weekend. I checked online banking and it showed funds available and that my card was active	Vehicle Loan, Credit Card, Debit Cards, Retail Banking, Home Loans
New looking for my account number	
My account balance shows 0. Why!	
How long do pending transactions take to come off?	
Hi there! I need some help with resetting my password I’m my account.	Online Accounts
Necesito me ayuden con la aplicación por el teléfono	
How do I do mobile deposit?	Cash Management, Retail Banking
Hi there! I need some help with…	
What is my username	Online Accounts
I was wondering if i could deposit a check mobile	Cash Management, Retail Banking
Hi there! I need some help with…	
Hello, I need to raise my daily limit on debit card for today to $5,000 please	Vehicle Loan, Debit Cards, Retail Banking
Since my debit car was replaced is the checking account  number still the same because I have deposits that go to that account	Vehicle Loan, Cash Management, Debit Cards, Retail Banking, Accounts
I bought a new car and your name is on the paperwork so I believe you hold the loan but I have not received anything yet to set up a account to pay.	Vehicle Loan
I have fraud on my card I was trying take my card off of hold	Vehicle Loan, Fraud
insurance	
sorry accidentall exit	Marital Status
Why am I not able to use my over draft?	Accounts
Why does nothing come up on my home page?  I can't see my account information.	Home Loans
I need to cash my certificate of deposit	Cash Management, Retail Banking, Investing
Have a charge that we didn’t do	
I am trying to find out about my stimulus check why I did not get it	
I deposited 4 separate checks earlier today and they are not showing up in the app. Why is that?	Cash Management, Retail Banking
30 year fixed rates please	Home Loans
Hi. I need help setting up Customer to Customer transfer funds. Thanks	
Looking for check number  xxxxx5150	
Travel notification	
I need to see the amounts I received from the stimulus payments.  My account will not let me go back that far.  Could you please help me?	
Good morning	
Account locked	Commercial Loans, Online Accounts
I'm trying to figure out. how to change my address in your system.  We moved recently.	
I need to deposit a check into my account but don't see the mobile check deposit button. Thank you.	Cash Management, Retail Banking
Hello	
i would like to order checks	
78 x 139	
I am locked out of my banking app and need to change the password	Commercial Loans, Online Accounts
Hi there! I need some help with getting back into my online account. I have been notified that someone was attempting to log into my account in the early morning hours of today and now I’m locked out	Commercial Loans, Online Accounts
I'd the ATM network down?	Retail Banking
Hello! I would like to check my account balance I was locked out of my app and the banks are closed currently	Commercial Loans, Online Accounts
I am looking for assistance with a Medallion Signature Guarantee seal.	
Update Mt	
Hello. I am having a problem with Consumer Bill Payment I am getting an error message when I click on the link.	Vehicle Loan
i need to verify the account number for my new Home Equity Loan (HEL	Home Loans
Hi I have a question related to a purchase I was trying to make at walmart for $45 and it was cancelled, I called walmart and they tell me that it was cancelled due to a payment verification issue	
Can I set up Google pay from the app?	Payments
I need to cancel payment made on 2 Jan 2023 to hamilton county electric in amount of $253.10, as I used wrong debit card . My phone number is (254)258-7959. If you have any questions.  Thanks for your help	Vehicle Loan, Debit Cards, Retail Banking
Good morning. In regards to my  5 Yr IRA - what would be the penalty charge if I had the balance transferred to my checking account?	Retirement Planning, Credit Card, Investing, Accounts
I have an alert saying my login ID is locked. When I call AIQFinancial it has a number to select for fraud but that is only for cards.  It would be nice if someone could make the ‘fraud’ button explanation a little clearer that it’s for cards and not for fraud in general.  Just spent 15 minutes on wait to find that out!	Vehicle Loan, Fraud, Marital Status, Commercial Loans, Online Accounts
I need to close my checking account	Accounts
How much is over draft fee	Accounts
Hi there! My account is locked out	Commercial Loans, Online Accounts
I need help getting a bank account with y’all	Accounts
Refund	
I think I just touch it by mistake. Thanks	
Forgot password	Online Accounts
I know I opened a Personal Money Market account but I have no clue where this other Bonus Banking account came from	
I’m locked out of my account	Commercial Loans, Online Accounts
I’m locked out again. Even with the last code you sent. Is it operator (ME) error?	Commercial Loans, Online Accounts
Hi there! I need some help with…app login. Cant reset password and direct to contact you guys directly	Online Accounts
I need to make a payment to my lawyer in the amount of $4000 and need the daily limit raised to $4500 please	
external transfer	Marital Status
IBAN numb er	
Please close my account as I am in another state and cannot get there.  My balance is now 0 .  Thank you	
i need to send my son his birthday money i have done it few times but cannot see it	
How do I find my user ID for mobile banking app?	
Have an issue with a pending transaction made on 10/22/2022  to Hedixe com loc.	Commercial Loans
My card keeps declining	Vehicle Loan
need to know about a payment that came out of my account	
Reset online password	Online Accounts
Hello	
I am not able to login to my account.	
It says I’m unauthorized to use the wire transfer oage	Commercial Banking, Fraud, Retail Banking
Hello! I had a customer earlier ask about adding two accts to his online banking. They are business accts and he opened them yesterday in the branch. They are just not appearing to his online banking. Do you know the process for this?	
Credit card	Vehicle Loan, Commercial Loans, Credit Card
How can I stop a payment I don't want to do and cancel suscripción	
Hi there! I need some help with….  Resetting my password.  My mobile account has been locked	Commercial Loans, Online Accounts
Buenos dias	
loans	
What is the limit you can take out at the atm	Retail Banking
unlock online banking	Commercial Loans, Online Accounts
Hi there! I need some help with…my password ran out and I did not realize it. I need to reset it ASAP	Online Accounts
Hi would like to inform you Amber has not got her check	
Does this app offer Mobil check deposit?	Cash Management, Retail Banking
International transfer	
Can you please tell me where I can find my 1098 statement? Thanks!	Statements
I need to add my spouse to my business account.  What do we need to do?	Commercial Banking, Marital Status
How do I find my username	Online Accounts
I am trying to deposit a check via mobile deposit but can no longer find the link for  a mobile deposit??	Cash Management, Retail Banking
I am needing to change my address on my account	
Hi there! I need some help with…	
This is nick fry, I forgot my login ID and password and my phone number has changed, how can I get in to yalls app, and I atleast need my card unlock for now	Vehicle Loan, Commercial Loans, Online Accounts
Locked out of my account. Trying to get login information	Commercial Loans, Online Accounts
I previously put a freeze on my debit card.  today I tried to unfreeze it and I cannot find where to do that.  one place I looked said no card could be found.  ??   what do I do now?	Vehicle Loan, Debit Cards, Retail Banking
reset online password	Online Accounts
Do you offer z	
Your business now has the opportunity to eliminate thousands in credit card processing fees.\n\n\nWe’ve helped countless clients save money on processing fees, including restaurants, HVAC, veterinary practices, auto repair shops, and more.\n\n\nLike most businesses, these companies rely on customers who pay with credit and debit cards. First MCS Payment Solutions is happy to provide a comprehensive payment processing solution that eliminates processing fees and increases revenue.\n\n\nMay I give you more informa	Vehicle Loan, Commercial Loans, Credit Card, Debit Cards, Retail Banking, Home Loans, Tax Information
Agent	
I need to Close my money market accounts please	
Hello	
Hello	
DEPOSI	Cash Management
Home equity loan	Home Loans
Received email about printing tax documents.  the log in page has several options and I am not sure which one will take me to the documents for my  Roth IRA tax staement.	Retirement Planning, Investing, Tax Information
Fraud charge	Fraud
Expo2022	Marital Status
Hi. I have a car payment coming due  on 3/27. for some reason I thought  it was set up to be auto paid every month, but I cannot see where that is. Can you confirm? Or do I need to set it up on my end?	Vehicle Loan
The other day it said I had like 125 so I got gas and withdrew 80 and now it's saying the funds wasn't there how does that work I'm not supposed to have overdraft on my account	Cash Management, Debit Cards, Accounts
I'd like to open an account	Accounts
I’m locked out of my banking app	Commercial Loans, Online Accounts
i need a bank statement from my deceased wife's account.	Statements
Nothing, thanks	
Unlock my account	Commercial Loans, Online Accounts
why can't I log in to credit card portal I get fatal error	Vehicle Loan, Commercial Loans, Credit Card
